city,season,metric,pre_status,pre_action,pre_stored_bias_c,pre_recomputed_bias_c,pre_delta_bias_c,pre_stored_sd_c,pre_recomputed_sd_c,pre_n_live,pre_n_prior,pre_n_paired,pre_reason,post_status,post_authority,post_stored_bias_c,post_stored_sd_c,post_n_live,post_n_prior,post_n_paired,post_stored_paired_delta_c,post_recomputed_bias_c,post_recomputed_sd_c,post_coverage_months_observed,post_delta_bias_c,post_fit_signature_hash,delta_bias_pre_to_post_stored,pre_sign_flip_vs_recompute,transition_class,notes
Madrid,MAM,high,REPRODUCIBLE,A_REUSE_PENDING_REPLAY,0.45186846863992136,0.45186846863992136,0.0,1.4738369090736576,1.3979206893260663,15,48,0,within_tolerance,REPRODUCIBLE,STAGING,0.45186846863992136,1.4738369090736576,14,48,,,0.45186846863992136,1.4738369090736576,"3,4,5",0.0,a8fa9ef461fed794,0.0,no,STABLE_REPR,
Manila,MAM,high,NON_REPRODUCIBLE,B_REFIT_AND_REGEN_COHORT,-1.630898602213013,-2.717962410280184,-1.087063808067171,0.801899246168032,0.7865981678529576,15,23,2,pregate_ungated_paired_delta delta_bias=-1.0871 paired_delta_mean=+1.0871,REPRODUCIBLE,STAGING,-2.717962410280184,0.801899246168032,13,23,,,-2.717962410280184,0.801899246168032,"4,5",0.0,bda02741106241a0,-1.0871,no,FIXED_NONREPR_TO_REPR,large-pre-delta=-1.087C
Mexico City,MAM,high,NON_REPRODUCIBLE,B_REFIT_AND_REGEN_COHORT,-0.5068258460453003,0.030901061123819136,0.5377269071691195,1.8022702558691546,1.6892079029208382,15,37,1,pregate_ungated_paired_delta delta_bias=+0.5377 paired_delta_mean=-0.5377,REPRODUCIBLE,STAGING,0.030901061123819136,1.8022702558691546,13,37,,,0.030901061123819136,1.8022702558691546,"3,4,5",0.0,c8e3ae0a08899512,0.5377,yes,FIXED_NONREPR_TO_REPR,pre-sd3-sign-flip-detected
Miami,DJF,high,REPRODUCIBLE,A_REUSE_PENDING_REPLAY,-0.028074324988050126,-0.028074324988050126,0.0,1.4659626265277181,1.4659626265277181,0,40,0,within_tolerance,REPRODUCIBLE,STAGING,-0.028074324988050126,1.4659626265277181,0,40,,,-0.028074324988050126,1.4659626265277181,"1,2,12",0.0,620908dff165f3c0,0.0,no,STABLE_REPR,
Miami,MAM,high,NON_REPRODUCIBLE,B_REFIT_AND_REGEN_COHORT,-0.7272792953997173,0.24330998727527842,0.9705892826749957,0.991036219440005,0.9753868404668596,12,66,2,pregate_ungated_paired_delta delta_bias=+0.9706 paired_delta_mean=-0.9904,REPRODUCIBLE,STAGING,0.26307445718530176,0.991036219440005,11,65,,,0.26307445718530176,0.991036219440005,"3,4,5",0.0,3ecb87cce5864835,0.9904,yes,FIXED_NONREPR_TO_REPR,pre-sd3-sign-flip-detected
Miami,MAM,low,REPRODUCIBLE,A_REUSE_PENDING_REPLAY,-1.9047758347587933,-1.9047758347587933,0.0,2.9388472533979444,2.9388472533979444,0,9,0,within_tolerance,REPRODUCIBLE,STAGING,-1.9047758347587933,2.9388472533979444,0,9,,,-1.9047758347587933,2.9388472533979444,"4,5",0.0,648401386ea43bc8,0.0,no,STABLE_REPR,
Milan,MAM,high,REPRODUCIBLE,A_REUSE_PENDING_REPLAY,-0.3955825356875911,-0.3955825356875911,0.0,1.068605694797202,1.060739934435038,15,48,0,within_tolerance,REPRODUCIBLE,STAGING,-0.3955825356875911,1.068605694797202,15,48,,,-0.3955825356875911,1.068605694797202,"3,4,5",0.0,e0212567d3d9993c,0.0,no,STABLE_REPR,
Moscow,MAM,high,REPRODUCIBLE,A_REUSE_PENDING_REPLAY,0.48637886795345414,0.48637886795345414,0.0,1.3008924302734959,1.3008924302734959,11,35,0,within_tolerance,REPRODUCIBLE,STAGING,0.48637886795345414,1.3008924302734959,11,35,,,0.48637886795345414,1.3008924302734959,"3,4,5",0.0,74e58305eea8ff93,0.0,no,STABLE_REPR,
Munich,MAM,high,REPRODUCIBLE,A_REUSE_PENDING_REPLAY,-0.9422547097299382,-0.9422547097299382,0.0,0.8969758707536805,0.9623981986286829,16,60,0,within_tolerance,REPRODUCIBLE,STAGING,-0.9422547097299382,0.8969758707536805,15,60,,,-0.9422547097299382,0.8969758707536805,"3,4,5",0.0,a196e4668375a694,0.0,no,STABLE_REPR,
NYC,DJF,high,REPRODUCIBLE,A_REUSE_PENDING_REPLAY,-1.9994578562647878,-1.9994578562647878,0.0,1.652190199782501,1.652190199782501,0,115,0,within_tolerance,REPRODUCIBLE,STAGING,-1.9994578562647878,1.652190199782501,0,115,,,-1.9994578562647878,1.652190199782501,"1,2,12",0.0,1fbf62322033921d,0.0,no,STABLE_REPR,
NYC,JJA,high,REPRODUCIBLE,A_REUSE_PENDING_REPLAY,0.5243337809460659,0.5243337809460659,0.0,1.6199606443988315,1.6199606443988315,0,92,0,within_tolerance,REPRODUCIBLE,STAGING,0.5243337809460659,1.6199606443988315,0,92,,,0.5243337809460659,1.6199606443988315,"6,7,8",0.0,b231250da00436ce,0.0,no,STABLE_REPR,
NYC,MAM,high,NON_REPRODUCIBLE,B_REFIT_AND_REGEN_COHORT,-3.4667559949250073,-0.2126756152145346,3.254080379710473,1.521973654912878,1.50616960775632,16,154,1,pregate_ungated_paired_delta delta_bias=+3.2541 paired_delta_mean=-3.2541,REPRODUCIBLE,STAGING,-0.2126756152145346,1.521973654912878,14,154,,,-0.2126756152145346,1.521973654912878,"3,4,5",0.0,021f8a33b4081190,3.2541,no,FIXED_NONREPR_TO_REPR,large-pre-delta=+3.254C
NYC,MAM,low,NON_REPRODUCIBLE,E_LOW_SCALE_REGEN,-2.974710980583617,-2.974710980583617,0.0,2.9385998867988548,1.853573372321682,3,5,0,sd_diff delta_sd=-1.0850,REPRODUCIBLE,STAGING,-2.974710980583617,2.9385998867988548,1,5,,,-2.974710980583617,2.9385998867988548,"4,5",0.0,642e6ce90b3fb437,0.0,no,FIXED_NONREPR_TO_REPR,
NYC,SON,high,REPRODUCIBLE,A_REUSE_PENDING_REPLAY,-0.5917093688366234,-0.5917093688366234,0.0,1.4441231467808822,1.4441231467808822,0,90,0,within_tolerance,REPRODUCIBLE,STAGING,-0.5917093688366234,1.4441231467808822,0,90,,,-0.5917093688366234,1.4441231467808822,"9,10,11",0.0,0493f56bd26660cc,0.0,no,STABLE_REPR,
Panama City,MAM,high,NON_REPRODUCIBLE,B_REFIT_AND_REGEN_COHORT,-0.8794235763763254,-2.2327073276209646,-1.3532837512446392,1.3207835376872152,1.3043665066110144,15,34,1,pregate_ungated_paired_delta delta_bias=-1.3533 paired_delta_mean=+1.3533,REPRODUCIBLE,STAGING,-2.2327073276209646,1.3207835376872152,14,34,,,-2.2327073276209646,1.3207835376872152,"4,5",0.0,ad5ded59630568d6,-1.3533,no,FIXED_NONREPR_TO_REPR,large-pre-delta=-1.353C
Paris,DJF,high,COVERAGE_MISLABELED,D_MONTH_SCOPE,-1.2717946646619658,-1.2717946646619658,0.0,0.6567931164049089,0.6567931164049089,0,15,0,"coverage_months=(2,) expected=(1, 2, 12)",COVERAGE_MISLABELED,STAGING,-1.2717946646619658,0.6567931164049089,0,15,,,-1.2717946646619658,0.6567931164049089,2,0.0,2a90af712e8eefea,0.0,no,STILL_COVERAGE_MISLABELED,
Paris,MAM,high,REPRODUCIBLE,A_REUSE_PENDING_REPLAY,-1.210331991894729,-1.210331991894729,0.0,1.0984966173505561,1.093784912138551,16,64,0,within_tolerance,REPRODUCIBLE,STAGING,-1.210331991894729,1.0984966173505561,15,64,,,-1.210331991894729,1.0984966173505561,"3,4,5",0.0,e000066c0d2b8456,0.0,no,STABLE_REPR,
Paris,MAM,low,NON_REPRODUCIBLE,E_LOW_SCALE_REGEN,0.3742903632536143,0.3742903632536143,0.0,2.198139308617482,0.953384535421686,2,11,0,sd_diff delta_sd=-1.2448,REPRODUCIBLE,STAGING,0.3742903632536143,2.198139308617482,1,11,,,0.3742903632536143,2.198139308617482,"4,5",0.0,7ef12b06fadf26c5,0.0,no,FIXED_NONREPR_TO_REPR,
Qingdao,MAM,high,INSUFFICIENT_PRIOR,C_NO_LEARNED_CORRECTION,3.305717797372882,,,1.722299554211915,,15,1,1,n_prior=1<2,INSUFFICIENT_PRIOR,STAGING,0.0,3.0,13,1,,,,,5,,65cc78d552ff0459,-3.3057,,INSUFFICIENT_PRIOR_TO_INSUFFICIENT_PRIOR,
San Francisco,MAM,high,NON_REPRODUCIBLE,B_REFIT_AND_REGEN_COHORT,-3.242618835050274,-3.381544724009373,-0.13892588895909874,1.663770721548105,1.7107504733169285,14,43,1,pregate_ungated_paired_delta delta_bias=-0.1389 paired_delta_mean=+0.1389,REPRODUCIBLE,STAGING,-3.381544724009373,1.663770721548105,13,43,,,-3.381544724009373,1.663770721548105,"3,4,5",0.0,c31369fa5cc1fd67,-0.1389,no,FIXED_NONREPR_TO_REPR,
Sao Paulo,DJF,high,COVERAGE_MISLABELED,D_MONTH_SCOPE,-0.7958821390189135,-0.7958821390189135,0.0,0.9831217086209132,0.9831217086209132,0,8,0,"coverage_months=(2,) expected=(1, 2, 12)",COVERAGE_MISLABELED,STAGING,-0.7958821390189135,0.9831217086209132,0,8,,,-0.7958821390189135,0.9831217086209132,2,0.0,25b34a57a65922fa,0.0,no,STILL_COVERAGE_MISLABELED,
Sao Paulo,JJA,high,,,,,,,,,,,,INSUFFICIENT_PRIOR,STAGING,-0.7958821390189135,0.9831217086209132,0,8,,,,,,,f38f8a958fd3be5a,,,NEW_ROW_POST_SD3,hemisphere-aware-producer-unlocked
Sao Paulo,MAM,high,NON_REPRODUCIBLE,B_REFIT_AND_REGEN_COHORT,0.7089221785357904,-0.5168336999874934,-1.2257558785232838,1.6080488309688001,1.7953414893734883,14,66,1,pregate_ungated_paired_delta delta_bias=-1.2258 paired_delta_mean=+1.2258,REPRODUCIBLE,STAGING,-0.5168336999874934,1.6080488309688001,13,66,,,-0.5168336999874934,1.6080488309688001,"3,4,5",0.0,69828793aaa10a15,-1.2258,yes,FIXED_NONREPR_TO_REPR,large-pre-delta=-1.226C;pre-sd3-sign-flip-detected
Sao Paulo,SON,high,,,,,,,,,,,,INSUFFICIENT_PRIOR,STAGING,-0.5168336999874934,1.6080488309688001,13,66,,,,,,,a807df41e842b6b8,,,NEW_ROW_POST_SD3,hemisphere-aware-producer-unlocked
Seattle,DJF,high,REPRODUCIBLE,A_REUSE_PENDING_REPLAY,0.09411827407507814,0.09411827407507814,0.0,0.8853255755304527,0.8853255755304527,0,76,0,within_tolerance,REPRODUCIBLE,STAGING,0.09411827407507814,0.8853255755304527,0,76,,,0.09411827407507814,0.8853255755304527,"1,2,12",0.0,d1a8b5d52265a594,0.0,no,STABLE_REPR,
Seattle,MAM,high,NON_REPRODUCIBLE,B_REFIT_AND_REGEN_COHORT,-3.4410779434826697,-0.07090540547332735,3.370172538009342,2.2445676176300693,2.095082551763633,16,65,1,pregate_ungated_paired_delta delta_bias=+3.3702 paired_delta_mean=-3.3702,REPRODUCIBLE,STAGING,-0.07090540547332735,2.2445676176300693,13,65,,,-0.07090540547332735,2.2445676176300693,"3,4,5",0.0,08b5abd9e4b46da6,3.3702,no,FIXED_NONREPR_TO_REPR,large-pre-delta=+3.370C
Seoul,DJF,high,REPRODUCIBLE,A_REUSE_PENDING_REPLAY,-0.7382353340098834,-0.7382353340098834,0.0,1.447538080546503,1.447538080546503,0,74,0,within_tolerance,REPRODUCIBLE,STAGING,-0.7382353340098834,1.447538080546503,0,74,,,-0.7382353340098834,1.447538080546503,"1,2,12",0.0,7a596ca81091a4ea,0.0,no,STABLE_REPR,
Seoul,MAM,high,NON_REPRODUCIBLE,B_REFIT_AND_REGEN_COHORT,-3.0338489396725983,-1.657522472195959,1.3763264674766393,2.2707116105233958,2.2067373953259195,14,66,2,pregate_ungated_paired_delta delta_bias=+1.3763 paired_delta_mean=-1.3763,REPRODUCIBLE,STAGING,-1.657522472195959,2.2707116105233958,13,66,,,-1.657522472195959,2.2707116105233958,"3,4,5",0.0,971b649b243b7d4d,1.3763,no,FIXED_NONREPR_TO_REPR,large-pre-delta=+1.376C
Seoul,MAM,low,NON_REPRODUCIBLE,E_LOW_SCALE_REGEN,1.3837603201274227,1.3837603201274227,0.0,3.0087398058001176,1.2224503336562118,2,9,0,sd_diff delta_sd=-1.7863,REPRODUCIBLE,STAGING,1.3837603201274227,3.0087398058001176,1,9,,,1.3837603201274227,3.0087398058001176,"4,5",0.0,891822cf9bfcb8b8,0.0,no,FIXED_NONREPR_TO_REPR,
Shanghai,MAM,high,NON_REPRODUCIBLE,B_REFIT_AND_REGEN_COHORT,1.2535432920949185,-3.1537577691987435,-4.407301061293662,1.415831955439885,1.4439937760735535,15,54,1,pregate_ungated_paired_delta delta_bias=-4.4073 paired_delta_mean=+4.4073,REPRODUCIBLE,STAGING,-3.1537577691987435,1.415831955439885,14,54,,,-3.1537577691987435,1.415831955439885,"3,4,5",0.0,9a7f438ede3d953a,-4.4073,yes,FIXED_NONREPR_TO_REPR,large-pre-delta=-4.407C;pre-sd3-sign-flip-detected
Shanghai,MAM,low,REPRODUCIBLE,A_REUSE_PENDING_REPLAY,3.775944758396546,3.775944758396546,0.0,1.8080609051065037,1.8080609051065037,0,4,0,within_tolerance,INSUFFICIENT_PRIOR,STAGING,0.0,3.0,0,4,,,,,"4,5",,f9493cb44e27e0a5,-3.7759,no,REPRODUCIBLE_TO_INSUFFICIENT_PRIOR,
Shenzhen,MAM,high,NON_REPRODUCIBLE,B_REFIT_AND_REGEN_COHORT,-0.33885770618403543,-0.14564777755926592,0.19320992862476952,1.4523989008873148,1.2537664949109988,12,47,2,pregate_ungated_paired_delta delta_bias=+0.1932 paired_delta_mean=-0.1932,REPRODUCIBLE,STAGING,-0.14564777755926592,1.4523989008873148,12,47,,,-0.14564777755926592,1.4523989008873148,"3,4,5",0.0,f5ea049404eb1a1e,0.1932,no,FIXED_NONREPR_TO_REPR,
Singapore,MAM,high,NON_REPRODUCIBLE,B_REFIT_AND_REGEN_COHORT,-1.5105012604684303,-1.2225272207548874,0.28797403971354285,0.8721754223906972,1.0360837850710793,15,54,1,pregate_ungated_paired_delta delta_bias=+0.2880 paired_delta_mean=-0.2880,REPRODUCIBLE,STAGING,-1.2225272207548874,0.8721754223906972,14,54,,,-1.2225272207548874,0.8721754223906972,"3,4,5",0.0,a6d0da842a1c638c,0.288,no,FIXED_NONREPR_TO_REPR,
Taipei,MAM,high,NON_REPRODUCIBLE,B_REFIT_AND_REGEN_COHORT,-1.1979797886866888,-1.6934428420721066,-0.49546305338541785,1.4609258893534633,1.4525570510130907,15,50,1,pregate_ungated_paired_delta delta_bias=-0.4955 paired_delta_mean=+0.4955,REPRODUCIBLE,STAGING,-1.6934428420721066,1.4609258893534633,14,50,,,-1.6934428420721066,1.4609258893534633,"3,4,5",0.0,a5058def77015ec6,-0.4955,no,FIXED_NONREPR_TO_REPR,
Tel Aviv,MAM,high,REPRODUCIBLE,A_REUSE_PENDING_REPLAY,-1.3947604243791456,-1.3947604243791456,0.0,1.6875530862502692,1.7470669623911605,11,55,0,within_tolerance,REPRODUCIBLE,STAGING,-1.3947604243791456,1.6875530862502692,12,55,,,-1.3947604243791456,1.6875530862502692,"3,4,5",0.0,e12f86ee9acc4a39,0.0,no,STABLE_REPR,
Tokyo,MAM,high,REPRODUCIBLE,A_REUSE_PENDING_REPLAY,-1.4628744798547848,-1.4829857809822915,-0.020111301127506698,1.92770543090542,1.8651142018220577,15,61,5,within_tolerance,REPRODUCIBLE,STAGING,-1.4628744798547848,1.92770543090542,14,60,,,-1.4628744798547848,1.92770543090542,"3,4,5",0.0,ef5d5841cd49a098,0.0,no,STABLE_REPR,
Tokyo,MAM,low,NON_REPRODUCIBLE,E_LOW_SCALE_REGEN,1.6719830880757485,1.6719830880757485,0.0,1.5005233266219131,1.1625390541495075,4,3,0,sd_diff delta_sd=-0.3380,INSUFFICIENT_PRIOR,STAGING,0.0,3.0,2,3,,,,,"4,5",,105d9e9b96ff610f,-1.672,no,FIXED_NONREPR_TO_IDENTITY,
Toronto,DJF,high,REPRODUCIBLE,A_REUSE_PENDING_REPLAY,1.1166294511128836,1.1166294511128836,0.0,2.3962700883216543,2.3962700883216543,0,75,0,within_tolerance,REPRODUCIBLE,STAGING,1.1166294511128836,2.3962700883216543,0,75,,,1.1166294511128836,2.3962700883216543,"1,2,12",0.0,557235737d400ea6,0.0,no,STABLE_REPR,
Toronto,MAM,high,NON_REPRODUCIBLE,B_REFIT_AND_REGEN_COHORT,-1.8877344468060446,-1.9106351964613744,-0.022900749655329733,1.7474482026140046,2.1312865671158785,15,67,1,pregate_ungated_paired_delta delta_bias=-0.0229 paired_delta_mean=+0.0229,REPRODUCIBLE,STAGING,-1.9106351964613744,1.7474482026140046,14,67,,,-1.9106351964613744,1.7474482026140046,"3,4,5",0.0,d6665d45b73e403e,-0.0229,no,FIXED_NONREPR_TO_REPR,
Warsaw,MAM,high,REPRODUCIBLE,A_REUSE_PENDING_REPLAY,-0.5373266107895567,-0.5373266107895567,0.0,1.8135961322598184,1.808574328282378,16,48,0,within_tolerance,REPRODUCIBLE,STAGING,-0.5373266107895567,1.8135961322598184,15,48,,,-0.5373266107895567,1.8135961322598184,"3,4,5",0.0,2661670ee8dc73b9,0.0,no,STABLE_REPR,
Wellington,DJF,high,REPRODUCIBLE,A_REUSE_PENDING_REPLAY,-3.0777023801616363,-3.0777023801616363,0.0,1.3931780708404269,1.3931780708404269,0,38,0,within_tolerance,REPRODUCIBLE,STAGING,-3.0777023801616363,1.3931780708404269,0,38,,,-3.0777023801616363,1.3931780708404269,"1,2",0.0,d8859fa9cc15cdec,0.0,no,STABLE_REPR,
Wellington,JJA,high,,,,,,,,,,,,INSUFFICIENT_PRIOR,STAGING,-3.0777023801616363,1.3931780708404269,0,38,,,,,,,42ddd7eba288b039,,,NEW_ROW_POST_SD3,hemisphere-aware-producer-unlocked
Wellington,MAM,high,NON_REPRODUCIBLE,B_REFIT_AND_REGEN_COHORT,-1.7227517893258568,-1.8625163132995084,-0.13976452397365158,0.7316973255891898,0.7316973255891898,15,65,1,pregate_ungated_paired_delta delta_bias=-0.1398 paired_delta_mean=+0.1398,REPRODUCIBLE,STAGING,-1.8625163132995084,0.7316973255891898,15,65,,,-1.8625163132995084,0.7316973255891898,"3,4,5",0.0,59ebbc0e5e21e106,-0.1398,no,FIXED_NONREPR_TO_REPR,
Wellington,SON,high,,,,,,,,,,,,INSUFFICIENT_PRIOR,STAGING,-1.8625163132995084,0.7316973255891898,15,65,,,,,,,5bdecfc2bec771c9,,,NEW_ROW_POST_SD3,hemisphere-aware-producer-unlocked
Wuhan,MAM,high,NON_REPRODUCIBLE,B_REFIT_AND_REGEN_COHORT,-1.2526812495338655,-0.4239429060519421,0.8287383434819233,1.5498216989285432,1.5009764510603318,15,46,1,pregate_ungated_paired_delta delta_bias=+0.8287 paired_delta_mean=-0.8287,REPRODUCIBLE,STAGING,-0.4239429060519421,1.5498216989285432,14,46,,,-0.4239429060519421,1.5498216989285432,"3,4,5",0.0,3a09be6875c5d067,0.8287,no,FIXED_NONREPR_TO_REPR,
