city,season,month,metric,family,live_data_version,prior_data_version,training_cutoff,stored_bias_c,stored_sd_c,stored_n_live,stored_n_prior,stored_n_paired,stored_paired_delta_c,stored_code_commit,stored_fit_signature_hash,stored_authority,status,reason,recomputed_bias_c,recomputed_sd_c,recomputed_n_live,recomputed_n_prior,recomputed_n_paired,recomputed_paired_delta_c,coverage_months_observed,delta_bias_c,delta_sd_c
Madrid,MAM,0,high,full_transport_v1,ecmwf_opendata_mx2t3_local_calendar_day_max_v1,tigge_mx2t6_local_calendar_day_max_v1,2026-05-25,0.45186846863992136,1.4738369090736576,14,48,,,5a3c10dd516a9478e7b415dc0ff5a83571f87844,f9f9e4236c12fb4d,VERIFIED,REPRODUCIBLE,within_tolerance,0.45186846863992136,1.3979206893260663,15,48,0,,"3,4,5",0.0,-0.07591621974759133
Manila,MAM,0,high,full_transport_v1,ecmwf_opendata_mx2t3_local_calendar_day_max_v1,tigge_mx2t6_local_calendar_day_max_v1,2026-05-25,-1.630898602213013,0.801899246168032,13,23,,,5a3c10dd516a9478e7b415dc0ff5a83571f87844,ad6afe4c5380f0c7,VERIFIED,NON_REPRODUCIBLE,pregate_ungated_paired_delta delta_bias=-1.0871 paired_delta_mean=+1.0871,-2.717962410280184,0.7865981678529576,15,23,2,1.087063808067171,"4,5",-1.087063808067171,-0.015301078315074434
Mexico City,MAM,0,high,full_transport_v1,ecmwf_opendata_mx2t3_local_calendar_day_max_v1,tigge_mx2t6_local_calendar_day_max_v1,2026-05-25,-0.5068258460453003,1.8022702558691546,13,37,,,5a3c10dd516a9478e7b415dc0ff5a83571f87844,ed093bddf18e259f,VERIFIED,NON_REPRODUCIBLE,pregate_ungated_paired_delta delta_bias=+0.5377 paired_delta_mean=-0.5377,0.030901061123819136,1.6892079029208382,15,37,1,-0.5377269071691195,"3,4,5",0.5377269071691195,-0.11306235294831635
Miami,DJF,0,high,full_transport_v1,ecmwf_opendata_mx2t3_local_calendar_day_max_v1,tigge_mx2t6_local_calendar_day_max_v1,2026-05-25,-0.028074324988050126,1.4659626265277181,0,40,,,5a3c10dd516a9478e7b415dc0ff5a83571f87844,6d938eb904477fd1,VERIFIED,REPRODUCIBLE,within_tolerance,-0.028074324988050126,1.4659626265277181,0,40,0,,"1,2,12",0.0,0.0
Miami,MAM,0,high,full_transport_v1,ecmwf_opendata_mx2t3_local_calendar_day_max_v1,tigge_mx2t6_local_calendar_day_max_v1,2026-05-25,-0.7272792953997173,0.991036219440005,11,65,,,5a3c10dd516a9478e7b415dc0ff5a83571f87844,55634de892d3649b,VERIFIED,NON_REPRODUCIBLE,pregate_ungated_paired_delta delta_bias=+0.9706 paired_delta_mean=-0.9904,0.24330998727527842,0.9753868404668596,12,66,2,-0.990353752585019,"3,4,5",0.9705892826749957,-0.015649378973145334
Miami,MAM,0,low,full_transport_v1,ecmwf_opendata_mn2t3_local_calendar_day_min_v1,tigge_mn2t6_local_calendar_day_min_v1,2026-05-27,-1.9047758347587933,2.9388472533979444,0,9,,,eba9bc58768df75e4e365ca3887d9d00a98a76af,91d320edb3a111ac,VERIFIED,REPRODUCIBLE,within_tolerance,-1.9047758347587933,2.9388472533979444,0,9,0,,"4,5",0.0,0.0
Milan,MAM,0,high,full_transport_v1,ecmwf_opendata_mx2t3_local_calendar_day_max_v1,tigge_mx2t6_local_calendar_day_max_v1,2026-05-25,-0.3955825356875911,1.068605694797202,15,48,,,5a3c10dd516a9478e7b415dc0ff5a83571f87844,ec1bae11f8656c06,VERIFIED,REPRODUCIBLE,within_tolerance,-0.3955825356875911,1.060739934435038,15,48,0,,"3,4,5",0.0,-0.007865760362164131
Moscow,MAM,0,high,full_transport_v1,ecmwf_opendata_mx2t3_local_calendar_day_max_v1,tigge_mx2t6_local_calendar_day_max_v1,2026-05-25,0.48637886795345414,1.3008924302734959,11,35,,,5a3c10dd516a9478e7b415dc0ff5a83571f87844,db189576be0eec08,VERIFIED,REPRODUCIBLE,within_tolerance,0.48637886795345414,1.3008924302734959,11,35,0,,"3,4,5",0.0,0.0
Munich,MAM,0,high,full_transport_v1,ecmwf_opendata_mx2t3_local_calendar_day_max_v1,tigge_mx2t6_local_calendar_day_max_v1,2026-05-25,-0.9422547097299382,0.8969758707536805,15,60,,,5a3c10dd516a9478e7b415dc0ff5a83571f87844,413ae79377aa5a05,VERIFIED,REPRODUCIBLE,within_tolerance,-0.9422547097299382,0.9623981986286829,16,60,0,,"3,4,5",0.0,0.06542232787500246
NYC,DJF,0,high,full_transport_v1,ecmwf_opendata_mx2t3_local_calendar_day_max_v1,tigge_mx2t6_local_calendar_day_max_v1,2026-05-25,-1.9994578562647878,1.652190199782501,0,115,,,5a3c10dd516a9478e7b415dc0ff5a83571f87844,2f3dd4c4f3f47225,VERIFIED,REPRODUCIBLE,within_tolerance,-1.9994578562647878,1.652190199782501,0,115,0,,"1,2,12",0.0,0.0
NYC,JJA,0,high,full_transport_v1,ecmwf_opendata_mx2t3_local_calendar_day_max_v1,tigge_mx2t6_local_calendar_day_max_v1,2026-05-25,0.5243337809460659,1.6199606443988315,0,92,,,5a3c10dd516a9478e7b415dc0ff5a83571f87844,5925273abbc07546,VERIFIED,REPRODUCIBLE,within_tolerance,0.5243337809460659,1.6199606443988315,0,92,0,,"6,7,8",0.0,0.0
NYC,MAM,0,high,full_transport_v1,ecmwf_opendata_mx2t3_local_calendar_day_max_v1,tigge_mx2t6_local_calendar_day_max_v1,2026-05-25,-3.4667559949250073,1.521973654912878,14,154,,,5a3c10dd516a9478e7b415dc0ff5a83571f87844,1af17e6ae02a52f5,VERIFIED,NON_REPRODUCIBLE,pregate_ungated_paired_delta delta_bias=+3.2541 paired_delta_mean=-3.2541,-0.2126756152145346,1.50616960775632,16,154,1,-3.254080379710473,"3,4,5",3.254080379710473,-0.01580404715655792
NYC,MAM,0,low,full_transport_v1,ecmwf_opendata_mn2t3_local_calendar_day_min_v1,tigge_mn2t6_local_calendar_day_min_v1,2026-05-27,-2.974710980583617,2.9385998867988548,1,5,,,eba9bc58768df75e4e365ca3887d9d00a98a76af,089a6ee9dbe7af10,VERIFIED,NON_REPRODUCIBLE,sd_diff delta_sd=-1.0850,-2.974710980583617,1.853573372321682,3,5,0,,"4,5",0.0,-1.0850265144771727
NYC,SON,0,high,full_transport_v1,ecmwf_opendata_mx2t3_local_calendar_day_max_v1,tigge_mx2t6_local_calendar_day_max_v1,2026-05-25,-0.5917093688366234,1.4441231467808822,0,90,,,5a3c10dd516a9478e7b415dc0ff5a83571f87844,5d825e24f9d3df2a,VERIFIED,REPRODUCIBLE,within_tolerance,-0.5917093688366234,1.4441231467808822,0,90,0,,"9,10,11",0.0,0.0
Panama City,MAM,0,high,full_transport_v1,ecmwf_opendata_mx2t3_local_calendar_day_max_v1,tigge_mx2t6_local_calendar_day_max_v1,2026-05-25,-0.8794235763763254,1.3207835376872152,14,34,,,5a3c10dd516a9478e7b415dc0ff5a83571f87844,c994f019b1ade3b1,VERIFIED,NON_REPRODUCIBLE,pregate_ungated_paired_delta delta_bias=-1.3533 paired_delta_mean=+1.3533,-2.2327073276209646,1.3043665066110144,15,34,1,1.3532837512446392,"4,5",-1.3532837512446392,-0.01641703107620085
Paris,DJF,0,high,full_transport_v1,ecmwf_opendata_mx2t3_local_calendar_day_max_v1,tigge_mx2t6_local_calendar_day_max_v1,2026-05-25,-1.2717946646619658,0.6567931164049089,0,15,,,5a3c10dd516a9478e7b415dc0ff5a83571f87844,2dfc487382f68a79,VERIFIED,COVERAGE_MISLABELED,"coverage_months=(2,) expected=(1, 2, 12)",-1.2717946646619658,0.6567931164049089,0,15,0,,2,0.0,0.0
Paris,MAM,0,high,full_transport_v1,ecmwf_opendata_mx2t3_local_calendar_day_max_v1,tigge_mx2t6_local_calendar_day_max_v1,2026-05-25,-1.210331991894729,1.0984966173505561,15,64,,,5a3c10dd516a9478e7b415dc0ff5a83571f87844,aeae1d7381b967cc,VERIFIED,REPRODUCIBLE,within_tolerance,-1.210331991894729,1.093784912138551,16,64,0,,"3,4,5",0.0,-0.004711705212005146
Paris,MAM,0,low,full_transport_v1,ecmwf_opendata_mn2t3_local_calendar_day_min_v1,tigge_mn2t6_local_calendar_day_min_v1,2026-05-27,0.3742903632536143,2.198139308617482,1,11,,,eba9bc58768df75e4e365ca3887d9d00a98a76af,2f917dbf264193f8,VERIFIED,NON_REPRODUCIBLE,sd_diff delta_sd=-1.2448,0.3742903632536143,0.953384535421686,2,11,0,,"4,5",0.0,-1.2447547731957962
Qingdao,MAM,0,high,full_transport_v1,ecmwf_opendata_mx2t3_local_calendar_day_max_v1,tigge_mx2t6_local_calendar_day_max_v1,2026-05-25,3.305717797372882,1.722299554211915,13,1,,,5a3c10dd516a9478e7b415dc0ff5a83571f87844,29bb5e90f66b0779,VERIFIED,INSUFFICIENT_PRIOR,n_prior=1<2,,,15,1,1,-0.2643462536381733,5,,
San Francisco,MAM,0,high,full_transport_v1,ecmwf_opendata_mx2t3_local_calendar_day_max_v1,tigge_mx2t6_local_calendar_day_max_v1,2026-05-25,-3.242618835050274,1.663770721548105,13,43,,,5a3c10dd516a9478e7b415dc0ff5a83571f87844,93522144629c91d0,VERIFIED,NON_REPRODUCIBLE,pregate_ungated_paired_delta delta_bias=-0.1389 paired_delta_mean=+0.1389,-3.381544724009373,1.7107504733169285,14,43,1,0.13892588895909874,"3,4,5",-0.13892588895909874,0.04697975176882352
Sao Paulo,DJF,0,high,full_transport_v1,ecmwf_opendata_mx2t3_local_calendar_day_max_v1,tigge_mx2t6_local_calendar_day_max_v1,2026-05-25,-0.7958821390189135,0.9831217086209132,0,8,,,5a3c10dd516a9478e7b415dc0ff5a83571f87844,25b34a57a65922fa,VERIFIED,COVERAGE_MISLABELED,"coverage_months=(2,) expected=(1, 2, 12)",-0.7958821390189135,0.9831217086209132,0,8,0,,2,0.0,0.0
Sao Paulo,MAM,0,high,full_transport_v1,ecmwf_opendata_mx2t3_local_calendar_day_max_v1,tigge_mx2t6_local_calendar_day_max_v1,2026-05-25,0.7089221785357904,1.6080488309688001,13,66,,,5a3c10dd516a9478e7b415dc0ff5a83571f87844,69828793aaa10a15,VERIFIED,NON_REPRODUCIBLE,pregate_ungated_paired_delta delta_bias=-1.2258 paired_delta_mean=+1.2258,-0.5168336999874934,1.7953414893734883,14,66,1,1.2257558785232838,"3,4,5",-1.2257558785232838,0.18729265840468812
Seattle,DJF,0,high,full_transport_v1,ecmwf_opendata_mx2t3_local_calendar_day_max_v1,tigge_mx2t6_local_calendar_day_max_v1,2026-05-25,0.09411827407507814,0.8853255755304527,0,76,,,5a3c10dd516a9478e7b415dc0ff5a83571f87844,0397ee010a5d0aac,VERIFIED,REPRODUCIBLE,within_tolerance,0.09411827407507814,0.8853255755304527,0,76,0,,"1,2,12",0.0,0.0
Seattle,MAM,0,high,full_transport_v1,ecmwf_opendata_mx2t3_local_calendar_day_max_v1,tigge_mx2t6_local_calendar_day_max_v1,2026-05-25,-3.4410779434826697,2.2445676176300693,13,65,,,5a3c10dd516a9478e7b415dc0ff5a83571f87844,b033748a717116e4,VERIFIED,NON_REPRODUCIBLE,pregate_ungated_paired_delta delta_bias=+3.3702 paired_delta_mean=-3.3702,-0.07090540547332735,2.095082551763633,16,65,1,-3.370172538009342,"3,4,5",3.370172538009342,-0.14948506586643617
Seoul,DJF,0,high,full_transport_v1,ecmwf_opendata_mx2t3_local_calendar_day_max_v1,tigge_mx2t6_local_calendar_day_max_v1,2026-05-25,-0.7382353340098834,1.447538080546503,0,74,,,5a3c10dd516a9478e7b415dc0ff5a83571f87844,6705521af3542fbe,VERIFIED,REPRODUCIBLE,within_tolerance,-0.7382353340098834,1.447538080546503,0,74,0,,"1,2,12",0.0,0.0
Seoul,MAM,0,high,full_transport_v1,ecmwf_opendata_mx2t3_local_calendar_day_max_v1,tigge_mx2t6_local_calendar_day_max_v1,2026-05-25,-3.0338489396725983,2.2707116105233958,13,66,,,5a3c10dd516a9478e7b415dc0ff5a83571f87844,d4a5ce6dbbc80733,VERIFIED,NON_REPRODUCIBLE,pregate_ungated_paired_delta delta_bias=+1.3763 paired_delta_mean=-1.3763,-1.657522472195959,2.2067373953259195,14,66,2,-1.3763264674766393,"3,4,5",1.3763264674766393,-0.06397421519747626
Seoul,MAM,0,low,full_transport_v1,ecmwf_opendata_mn2t3_local_calendar_day_min_v1,tigge_mn2t6_local_calendar_day_min_v1,2026-05-27,1.3837603201274227,3.0087398058001176,1,9,,,eba9bc58768df75e4e365ca3887d9d00a98a76af,55bea453eb112a2e,VERIFIED,NON_REPRODUCIBLE,sd_diff delta_sd=-1.7863,1.3837603201274227,1.2224503336562118,2,9,0,,"4,5",0.0,-1.7862894721439058
Shanghai,MAM,0,high,full_transport_v1,ecmwf_opendata_mx2t3_local_calendar_day_max_v1,tigge_mx2t6_local_calendar_day_max_v1,2026-05-25,1.2535432920949185,1.415831955439885,14,54,,,5a3c10dd516a9478e7b415dc0ff5a83571f87844,3bd972ff02cd022d,VERIFIED,NON_REPRODUCIBLE,pregate_ungated_paired_delta delta_bias=-4.4073 paired_delta_mean=+4.4073,-3.1537577691987435,1.4439937760735535,15,54,1,4.407301061293662,"3,4,5",-4.407301061293662,0.028161820633668455
Shanghai,MAM,0,low,full_transport_v1,ecmwf_opendata_mn2t3_local_calendar_day_min_v1,tigge_mn2t6_local_calendar_day_min_v1,2026-05-27,3.775944758396546,1.8080609051065037,0,4,,,eba9bc58768df75e4e365ca3887d9d00a98a76af,f7b2cbccdadf17f2,VERIFIED,REPRODUCIBLE,within_tolerance,3.775944758396546,1.8080609051065037,0,4,0,,"4,5",0.0,0.0
Shenzhen,MAM,0,high,full_transport_v1,ecmwf_opendata_mx2t3_local_calendar_day_max_v1,tigge_mx2t6_local_calendar_day_max_v1,2026-05-25,-0.33885770618403543,1.4523989008873148,12,47,,,5a3c10dd516a9478e7b415dc0ff5a83571f87844,3edabca16a6ffc03,VERIFIED,NON_REPRODUCIBLE,pregate_ungated_paired_delta delta_bias=+0.1932 paired_delta_mean=-0.1932,-0.14564777755926592,1.2537664949109988,12,47,2,-0.1932099286247695,"3,4,5",0.19320992862476952,-0.19863240597631604
Singapore,MAM,0,high,full_transport_v1,ecmwf_opendata_mx2t3_local_calendar_day_max_v1,tigge_mx2t6_local_calendar_day_max_v1,2026-05-25,-1.5105012604684303,0.8721754223906972,14,54,,,5a3c10dd516a9478e7b415dc0ff5a83571f87844,cc1b078051f22544,VERIFIED,NON_REPRODUCIBLE,pregate_ungated_paired_delta delta_bias=+0.2880 paired_delta_mean=-0.2880,-1.2225272207548874,1.0360837850710793,15,54,1,-0.28797403971354285,"3,4,5",0.28797403971354285,0.1639083626803821
Taipei,MAM,0,high,full_transport_v1,ecmwf_opendata_mx2t3_local_calendar_day_max_v1,tigge_mx2t6_local_calendar_day_max_v1,2026-05-25,-1.1979797886866888,1.4609258893534633,14,50,,,5a3c10dd516a9478e7b415dc0ff5a83571f87844,1e975aef9d5c8092,VERIFIED,NON_REPRODUCIBLE,pregate_ungated_paired_delta delta_bias=-0.4955 paired_delta_mean=+0.4955,-1.6934428420721066,1.4525570510130907,15,50,1,0.49546305338541785,"3,4,5",-0.49546305338541785,-0.008368838340372609
Tel Aviv,MAM,0,high,full_transport_v1,ecmwf_opendata_mx2t3_local_calendar_day_max_v1,tigge_mx2t6_local_calendar_day_max_v1,2026-05-25,-1.3947604243791456,1.6875530862502692,12,55,,,5a3c10dd516a9478e7b415dc0ff5a83571f87844,20975a8702b6c699,VERIFIED,REPRODUCIBLE,within_tolerance,-1.3947604243791456,1.7470669623911605,11,55,0,,"3,4,5",0.0,0.05951387614089132
Tokyo,MAM,0,high,full_transport_v1,ecmwf_opendata_mx2t3_local_calendar_day_max_v1,tigge_mx2t6_local_calendar_day_max_v1,2026-05-25,-1.4628744798547848,1.92770543090542,14,60,,,5a3c10dd516a9478e7b415dc0ff5a83571f87844,7f8c1058ee3f7b81,VERIFIED,REPRODUCIBLE,within_tolerance,-1.4829857809822915,1.8651142018220577,15,61,5,-0.1413335463579962,"3,4,5",-0.020111301127506698,-0.06259122908336234
Tokyo,MAM,0,low,full_transport_v1,ecmwf_opendata_mn2t3_local_calendar_day_min_v1,tigge_mn2t6_local_calendar_day_min_v1,2026-05-27,1.6719830880757485,1.5005233266219131,2,3,,,eba9bc58768df75e4e365ca3887d9d00a98a76af,233ab34146ac63fa,VERIFIED,NON_REPRODUCIBLE,sd_diff delta_sd=-0.3380,1.6719830880757485,1.1625390541495075,4,3,0,,"4,5",0.0,-0.3379842724724056
Toronto,DJF,0,high,full_transport_v1,ecmwf_opendata_mx2t3_local_calendar_day_max_v1,tigge_mx2t6_local_calendar_day_max_v1,2026-05-25,1.1166294511128836,2.3962700883216543,0,75,,,5a3c10dd516a9478e7b415dc0ff5a83571f87844,c1fb2f2031a15f83,VERIFIED,REPRODUCIBLE,within_tolerance,1.1166294511128836,2.3962700883216543,0,75,0,,"1,2,12",0.0,0.0
Toronto,MAM,0,high,full_transport_v1,ecmwf_opendata_mx2t3_local_calendar_day_max_v1,tigge_mx2t6_local_calendar_day_max_v1,2026-05-25,-1.8877344468060446,1.7474482026140046,14,67,,,5a3c10dd516a9478e7b415dc0ff5a83571f87844,9b473ab692659a62,VERIFIED,NON_REPRODUCIBLE,pregate_ungated_paired_delta delta_bias=-0.0229 paired_delta_mean=+0.0229,-1.9106351964613744,2.1312865671158785,15,67,1,0.022900749655329733,"3,4,5",-0.022900749655329733,0.3838383645018739
Warsaw,MAM,0,high,full_transport_v1,ecmwf_opendata_mx2t3_local_calendar_day_max_v1,tigge_mx2t6_local_calendar_day_max_v1,2026-05-25,-0.5373266107895567,1.8135961322598184,15,48,,,5a3c10dd516a9478e7b415dc0ff5a83571f87844,f3e9dba04b33b267,VERIFIED,REPRODUCIBLE,within_tolerance,-0.5373266107895567,1.808574328282378,16,48,0,,"3,4,5",0.0,-0.005021803977440342
Wellington,DJF,0,high,full_transport_v1,ecmwf_opendata_mx2t3_local_calendar_day_max_v1,tigge_mx2t6_local_calendar_day_max_v1,2026-05-25,-3.0777023801616363,1.3931780708404269,0,38,,,5a3c10dd516a9478e7b415dc0ff5a83571f87844,d8859fa9cc15cdec,VERIFIED,REPRODUCIBLE,within_tolerance,-3.0777023801616363,1.3931780708404269,0,38,0,,"1,2",0.0,0.0
Wellington,MAM,0,high,full_transport_v1,ecmwf_opendata_mx2t3_local_calendar_day_max_v1,tigge_mx2t6_local_calendar_day_max_v1,2026-05-25,-1.7227517893258568,0.7316973255891898,15,65,,,5a3c10dd516a9478e7b415dc0ff5a83571f87844,59ebbc0e5e21e106,VERIFIED,NON_REPRODUCIBLE,pregate_ungated_paired_delta delta_bias=-0.1398 paired_delta_mean=+0.1398,-1.8625163132995084,0.7316973255891898,15,65,1,0.13976452397365158,"3,4,5",-0.13976452397365158,0.0
Wuhan,MAM,0,high,full_transport_v1,ecmwf_opendata_mx2t3_local_calendar_day_max_v1,tigge_mx2t6_local_calendar_day_max_v1,2026-05-25,-1.2526812495338655,1.5498216989285432,14,46,,,5a3c10dd516a9478e7b415dc0ff5a83571f87844,2cf6496e118b31f1,VERIFIED,NON_REPRODUCIBLE,pregate_ungated_paired_delta delta_bias=+0.8287 paired_delta_mean=-0.8287,-0.4239429060519421,1.5009764510603318,15,46,1,-0.8287383434819233,"3,4,5",0.8287383434819233,-0.04884524786821132
